state,maxpreps_city,maxpreps_slug,maxpreps_name,maxpreps_nickname,massey_name,conference,p_source,years_found,weight_sum,raw_p,prestige_final
il,chicago-heights,marian-catholic-spartans,Marian Catholic,Spartans,,East Suburban Catholic,maxpreps,0,,0.6130,75
il,mulberry-grove,mulberry-grove-aces,Mulberry Grove,Aces,,Egyptian Illini,maxpreps,0,,0.2778,48
il,cary,cary-grove-trojans,Cary-Grove,Trojans,,Fox Valley,maxpreps,0,,0.5332,69
il,crystal-lake,crystal-lake-south-gators,Crystal Lake South,Gators,,Fox Valley,maxpreps,0,,0.6177,76
il,burlington,burlington-central-rockets,Central,Rockets,,Fox Valley,maxpreps,0,,0.5659,71
il,mchenry,mchenry-warriors,McHenry,Warriors,,Fox Valley,maxpreps,0,,0.5257,68
il,algonquin,jacobs-eagles,Jacobs,Eagles,,Fox Valley,maxpreps,0,,0.4436,61
il,crystal-lake,prairie-ridge-wolves,Prairie Ridge,Wolves,,Fox Valley,maxpreps,0,,0.3310,52
il,crystal-lake,crystal-lake-central-tigers,Crystal Lake Central,Tigers,,Fox Valley,maxpreps,0,,0.2776,48
il,hampshire,hampshire-whip-purs,Hampshire,Whip Purs,,Fox Valley,maxpreps,0,,0.3770,56
il,huntley,huntley-red-raiders,Huntley,Red Raiders,,Fox Valley,maxpreps,0,,0.4563,62
il,carpentersville,dundee-crown-chargers,Dundee-Crown,Chargers,,Fox Valley,maxpreps,0,,0.3609,55
il,rosamond,faith-bible-christian-academy-mid-america-prep-frank,Faith Bible Christian Academy/Mid-America Prep,Frank,,Freelance,od_fallback,0,,0.4414,61
il,washington,illinois-central-christian-lions,Illinois Central Christian,Lions,,Freelance,maxpreps,0,,0.3330,52
il,downers-grove,chesterton-academy-of-the-holy-family,Chesterton Academy of the Holy Family,Family,,Freelance,maxpreps,0,,0.2060,42
il,pawnee,pawnee-indians,Pawnee,Indians,,Freelance,maxpreps,0,,0.3089,50
il,urbana,calvary-baptist-christian-academy-crusaders,Calvary Baptist Christian Academy,Crusaders,,Freelance,od_fallback,0,,0.4414,61
il,washington,washington-panthers,Washington,Panthers,,Freelance,maxpreps,0,,0.5244,68
il,forsyth,decatur-christian-warriors,Decatur Christian,Warriors,,Freelance,od_fallback,0,,0.4414,61
il,chicago,art-in-motion-phoenix,Art in Motion,Phoenix,,Freelance,od_fallback,0,,0.4414,61
il,channahon,families-of-faith-christian-academy-screaming-eagles,Families of Faith Christian Academy,Screaming Eagles,,Freelance,maxpreps,0,,0.2648,47
il,quincy,quincy-homeschool-the-saint,Quincy HomeSchool,The Saint,,Freelance,maxpreps,0,,0.1425,37
il,mattoon,maranatha-christian-academy-huskies,Maranatha Christian Academy,Huskies,,Freelance,od_fallback,0,,0.4414,61
il,cairo,cairo-pilots,Cairo,Pilots,,Freelance,maxpreps,0,,0.3175,51
il,waukegan,cristo-rey-st-martin-crsm,Cristo Rey St. Martin,Crsm,,Freelance,maxpreps,0,,0.2686,47
il,chicago,daystar-academy-falcons,Daystar Academy,Falcons,,Freelance,od_fallback,0,,0.3978,58
il,skokie,fasman-yeshiva,Fasman Yeshiva,Yeshiva,,Freelance,maxpreps,0,,0.3114,51
il,waterloo,gibault-catholic-hawks,Gibault Catholic,Hawks,,Freelance,maxpreps,0,,0.3684,55
il,granite-city,granite-city-warriors,Granite City,Warriors,,Freelance,maxpreps,0,,0.4390,61
il,danville,homefires-flames,Homefires,Flames,,Freelance,maxpreps,0,,0.0738,31
il,georgetown,la-salette-academy-lions,La Salette Academy,Lions,,Freelance,maxpreps,0,,0.3348,52
il,niles,logos-christian-academy-pilgrims,Logos Christian Academy,Pilgrims,,Freelance,od_fallback,0,,0.3975,58
il,lovejoy,lovejoy-wildcats,Lovejoy,Wildcats,,Freelance,maxpreps,0,,0.3285,52
il,downers-grove,marquette-manor-baptist-academy-minutemen,Marquette Manor Baptist Academy,Minutemen,,Freelance,maxpreps,0,,0.3868,57
il,breese,mater-dei-knights,Mater Dei,Knights,,Freelance,maxpreps,0,,0.5341,69
il,alton,marquette-catholic-explorers,Marquette Catholic,Explorers,,Gateway,maxpreps,0,,0.4808,64
il,belleville,althoff-catholic-crusaders,Althoff Catholic,Crusaders,,Gateway,maxpreps,0,,0.5424,70
il,edwardsville,metro-east-lutheran-knights,Metro-East Lutheran,Knights,,Gateway,maxpreps,0,,0.3552,54
il,maryville,maryville-christian-lions,Maryville Christian,Lions,,Gateway,maxpreps,0,,0.2395,45
il,glen-carbon,father-mcgivney-catholic-griffins,Father McGivney Catholic,Griffins,,Gateway,maxpreps,0,,0.3065,50
il,centralia,christ-our-rock-lutheran-stallions,Christ Our Rock Lutheran,Stallions,,Gateway,maxpreps,0,,0.4424,61
il,elizabethtown,hardin-county-cougars,Hardin County,Cougars,,Greater Egyptian,maxpreps,0,,0.3870,57
il,norris-city,norris-city-omaha-enfield-fighting-cardinals,Norris City-Omaha-Enfield,Fighting Cardinals,,Greater Egyptian,maxpreps,0,,0.3428,53
il,junction,gallatin-county-hawks,Gallatin County,Hawks,,Greater Egyptian,maxpreps,0,,0.2608,46
il,thompsonville,thompsonville,Thompsonville,Thompsonville,,Greater Egyptian,maxpreps,0,,0.2809,48
il,marion,crab-orchard-trojans,Crab Orchard,Trojans,,Greater Egyptian,maxpreps,0,,0.3521,54
il,galatia,galatia-bearcats,Galatia,Bearcats,,Greater Egyptian,maxpreps,0,,0.3234,52
il,golconda,pope-county-pirates,Pope County,Pirates,,Greater Egyptian,maxpreps,0,,0.1596,38
il,carrier-mills,carrier-mills-stonefort-wildcats,Carrier Mills-Stonefort,Wildcats,,Greater Egyptian,maxpreps,0,,0.5492,70
il,leroy,leroy-panthers,LeRoy,Panthers,,Heart of Illinois,maxpreps,0,,0.4970,66
il,eureka,eureka-hornets,Eureka,Hornets,,Heart of Illinois,maxpreps,0,,0.4658,63
il,mackinaw,deer-creek-mackinaw-chiefs,Deer Creek-Mackinaw,Chiefs,,Heart of Illinois,maxpreps,0,,0.4671,63
il,el-paso,el-paso-gridley-titans,El Paso-Gridley,Titans,,Heart of Illinois,maxpreps,0,,0.5034,66
il,tremont,tremont-turks,Tremont,Turks,,Heart of Illinois,maxpreps,0,,0.5124,67
il,downs,tri-valley-vikings,Tri-Valley,Vikings,,Heart of Illinois,maxpreps,0,,0.4903,65
il,minonk,fieldcrest-knights,Fieldcrest,Knights,,Heart of Illinois,maxpreps,0,,0.5335,69
il,heyworth,heyworth-hornets,Heyworth,Hornets,,Heart of Illinois,maxpreps,0,,0.4279,60
il,colfax,ridgeview-mustangs,Ridgeview,Mustangs,,Heart of Illinois,maxpreps,0,,0.3050,50
il,lexington,lexington-minutemen,Lexington,Minutemen,,Heart of Illinois,maxpreps,0,,0.4863,65
il,gibson-city,gibson-city-melvin-sibley-falcons,Gibson City-Melvin-Sibley,Falcons,,Heart of Illinois,maxpreps,0,,0.3600,55
il,flanagan,flanagan-cornell-falcons,Flanagan-Cornell,Falcons,,Heart of Illinois,maxpreps,0,,0.3085,50
il,fisher,fisher-bunnies,Fisher,Bunnies,,Heart of Illinois,maxpreps,0,,0.2907,49
il,tolono,tolono-unity-rockets,Tolono Unity,Rockets,,Illini Prairie,maxpreps,0,,0.5954,74
il,pontiac,pontiac-indians,Pontiac,Indians,,Illini Prairie,maxpreps,0,,0.5023,66
il,bloomington,bloomington-central-catholic-saints,Bloomington Central Catholic,Saints,,Illini Prairie,maxpreps,0,,0.4787,64
il,chillicothe,illinois-valley-central-grey-ghosts,Illinois Valley Central,Grey Ghosts,,Illini Prairie,maxpreps,0,,0.4313,60
il,st-joseph,st-joseph-ogden-spartans,St. Joseph-Ogden,Spartans,,Illini Prairie,maxpreps,0,,0.5544,71
il,fairbury,prairie-central-hawks,Prairie Central,Hawks,,Illini Prairie,maxpreps,0,,0.4476,62
il,monticello,monticello-sages,Monticello,Sages,,Illini Prairie,maxpreps,0,,0.4753,64
il,rantoul,rantoul-eagles,Rantoul,Eagles,,Illini Prairie,maxpreps,0,,0.3473,54
il,paxton,paxton-buckley-loda-panthers,Paxton-Buckley-Loda,Panthers,,Illini Prairie,maxpreps,0,,0.3535,54
il,champaign,st-thomas-more-sabers,St. Thomas More,Sabers,,Illini Prairie,maxpreps,0,,0.3721,56
il,streator,streator-bulldogs,Streator,Bulldogs,,Illinois Central 8,maxpreps,0,,0.4018,58
il,wilmington,wilmington-wildcats,Wilmington,Wildcats,,Illinois Central 8,maxpreps,0,,0.3531,54
il,peotone,peotone-blue-devils,Peotone,Blue Devils,,Illinois Central 8,maxpreps,0,,0.2868,49
il,braidwood,reed-custer-comets,Reed-Custer,Comets,,Illinois Central 8,maxpreps,0,,0.2782,48
il,lisle,lisle-lions,Lisle,Lions,,Illinois Central 8,maxpreps,0,,0.2692,47
il,manteno,manteno-panthers,Manteno,Panthers,,Illinois Central 8,maxpreps,0,,0.3454,53
il,herscher,herscher-tigers,Herscher,Tigers,,Illinois Central 8,maxpreps,0,,0.2494,45
il,coal-city,coal-city-coalers,Coal City,Coalers,,Illinois Central 8,maxpreps,0,,0.2846,48
il,danville,first-baptist-christian-knights,First Baptist Christian,Knights,,Illinois Christian,maxpreps,0,,0.3461,53
il,ofallon,first-baptist-academy,First Baptist Academy,Academy,,Illinois Christian,maxpreps,0,,0.2272,44
il,jacksonville,westfair-christian,Westfair Christian,Christian,,Illinois Christian,maxpreps,0,,0.3343,52
il,rockford,berean-christian-kingsmen,Berean Christian,Kingsmen,,Illinois Christian,maxpreps,0,,0.1570,38
il,waukegan,lake-county-baptist-lions,Lake County Baptist,Lions,,Illinois Christian,maxpreps,0,,0.3321,52
il,lake-forest,lake-forest-academy-caxys,Lake Forest Academy,Caxys,,Independent School,maxpreps,0,,0.4511,62
il,chicago,latin-romans,Latin,Romans,,Independent School,maxpreps,0,,0.4044,58
il,chicago,francis-w-parker-colonels,Francis W. Parker,Colonels,,Independent School,maxpreps,0,,0.3392,53
il,chicago,chicago-university-maroons,Chicago University,Maroons,,Independent School,maxpreps,0,,0.2831,48
il,winnetka,north-shore-country-day-raiders,North Shore Country Day,Raiders,,Independent School,maxpreps,0,,0.3110,51
il,peoria,peoria-christian-chargers,Peoria Christian,Chargers,,Inter County,maxpreps,0,,0.4684,63
il,peoria-heights,peoria-heights-patriots,Peoria Heights,Patriots,,Inter County,maxpreps,0,,0.2959,49
il,elmwood,elmwood-trojans,Elmwood,Trojans,,Inter County,maxpreps,0,,0.3247,52
il,glasford,illini-bluffs-tigers,Illini Bluffs,Tigers,,Inter County,maxpreps,0,,0.4416,61
il,maple-park,kaneland-knights,Kaneland,Knights,,Interstate Eight,maxpreps,0,,0.6282,77
il,sycamore,sycamore-spartans,Sycamore,Spartans,,Interstate Eight,maxpreps,0,,0.4904,65
il,lasalle,lasalle-peru-cavaliers,LaSalle-Peru,Cavaliers,,Interstate Eight,maxpreps,0,,0.5311,69
il,ottawa,ottawa-pirates,Ottawa,Pirates,,Interstate Eight,maxpreps,0,,0.3884,57
il,rochelle,rochelle-hubs,Rochelle,Hubs,,Interstate Eight,maxpreps,0,,0.3420,53
il,morris,morris-warriors,Morris,Warriors,,Interstate Eight,maxpreps,0,,0.3364,53
il,woodstock,woodstock-blue-streaks,Woodstock,Blue Streaks,,Kishwaukee River,maxpreps,0,,0.3758,56
il,johnsburg,johnsburg-skyhawks,Johnsburg,Skyhawks,,Kishwaukee River,maxpreps,0,,0.4353,61
il,plano,plano-reapers,Plano,Reapers,,Kishwaukee River,maxpreps,0,,0.3501,54
il,richmond,richmond-burton-rockets,Richmond-Burton,Rockets,,Kishwaukee River,maxpreps,0,,0.3866,57
il,sandwich,sandwich-indians,Sandwich,Indians,,Kishwaukee River,maxpreps,0,,0.3433,53
il,marengo,marengo-indians,Marengo,Indians,,Kishwaukee River,maxpreps,0,,0.2178,43
il,woodstock,woodstock-north-thunder,Woodstock North,Thunder,,Kishwaukee River,maxpreps,0,,0.2488,45
il,harvard,harvard-hornets,Harvard,Hornets,,Kishwaukee River,maxpreps,0,,0.1793,40
il,chicago,intrinsic-charter-school-downtown-campus-ravens,Intrinsic Charter School Downtown Campus,Ravens,,Lakeshore,maxpreps,0,,0.2943,49
il,chicago,lycee-francais-de-chicago,Lycee Francais de Chicago,Chicago,,Lakeshore,maxpreps,0,,0.3423,53
il,chicago,morgan-park-academy-warriors,Morgan Park Academy,Warriors,,Lakeshore,maxpreps,0,,0.3991,58
il,chicago,wolcott-college-prep-wolves,Wolcott College Prep,Wolves,,Lakeshore,maxpreps,0,,0.2863,49
il,chicago,horizon-science-academy-mckinley-park-hawks,Horizon Science Academy McKinley Park,Hawks,,Lakeshore,maxpreps,0,,0.2646,47
il,evanston,beacon-academy-ba,Beacon Academy,Ba,,Lakeshore,maxpreps,0,,0.2453,45
il,northfield,christian-heritage-academy-lions,Christian Heritage Academy,Lions,,Lakeshore,maxpreps,0,,0.1076,34
il,chicago,british-international-school-of-chicago,British International School of Chicago,Chicago,,Lakeshore,od_fallback,0,,0.3195,51
il,evanston,roycemore-griffins,Roycemore,Griffins,,Lakeshore,od_fallback,0,,0.3195,51
il,chicago,waldorf-thunder,Waldorf,Thunder,,Lakeshore,od_fallback,0,,0.3195,51
il,decatur,unity-christian-lions,Unity Christian,Lions,,Lincoln Prairie,maxpreps,0,,0.4151,59
il,cerro-gordo,cerro-gordo-bement-broncos,Cerro Gordo/Bement,Broncos,,Lincoln Prairie,maxpreps,0,,0.2985,50
il,sullivan,sullivan-redskins,Sullivan,Redskins,,Lincoln Prairie,maxpreps,0,,0.3302,52
il,bethany,okaw-valley-timberwolves,Okaw Valley,Timberwolves,,Lincoln Prairie,maxpreps,0,,0.4044,58
il,broadlands,heritage-hawks,Heritage,Hawks,,Lincoln Prairie,maxpreps,0,,0.1760,39
il,arcola,arcola-purple-riders,Arcola,Purple Riders,,Lincoln Prairie,maxpreps,0,,0.3877,57
il,argenta,argenta-oreana-bombers,Argenta-Oreana,Bombers,,Lincoln Prairie,maxpreps,0,,0.3000,50
il,kansas,tri-county-kansas-shiloh-oakland-titans,Tri-County [Kansas/Shiloh/Oakland],Titans,,Lincoln Prairie,maxpreps,0,,0.2310,44
il,villa-grove,villa-grove-blue-devils,Villa Grove,Blue Devils,,Lincoln Prairie,maxpreps,0,,0.2377,45
il,arthur,arthur-lovington-atwood-hammond-knights,Arthur-Lovington/Atwood-Hammond,Knights,,Lincoln Prairie,maxpreps,0,,0.2178,43
il,farmer-city,blue-ridge-knights,Blue Ridge,Knights,,Lincoln Prairie,maxpreps,0,,0.1917,41
il,abingdon,abingdon-avon-tornadoes,Abingdon/Avon,Tornadoes,,Lincoln Trail,maxpreps,0,,0.4442,61
il,annawan,annawan-braves-bravettes,Annawan,Braves Bravettes,,Lincoln Trail,maxpreps,0,,0.3763,56
il,galva,galva-wildcats,Galva,Wildcats,,Lincoln Trail,maxpreps,0,,0.3914,57
il,manlius,bureau-valley-storm,Bureau Valley,Storm,,Lincoln Trail,maxpreps,0,,0.3378,53
il,monmouth,monmouth-united-red-storm,Monmouth United,Red Storm,,Lincoln Trail,maxpreps,0,,0.2992,50
il,princeville,princeville-princes,Princeville,Princes,,Lincoln Trail,maxpreps,0,,0.3396,53
il,woodhull,ridgewood-alwood-cambridge-spartans,Ridgewood [AlWood/Cambridge],Spartans,,Lincoln Trail,maxpreps,0,,0.2729,47
il,kewanee,wethersfield-flying-geese,Wethersfield,Flying Geese,,Lincoln Trail,maxpreps,0,,0.2314,44
il,biggsville,biggsville-west-central-heat,Biggsville West Central,Heat,,Lincoln Trail,maxpreps,0,,0.1621,38
il,toulon,stark-county-rebels,Stark County,Rebels,,Lincoln Trail,maxpreps,0,,0.2530,46
il,knoxville,knoxville-blue-bullets,Knoxville,Blue Bullets,,Lincoln Trail,maxpreps,0,,0.3236,52
il,oneida,rowva-williamsfield-cougars,ROWVA/Williamsfield,Cougars,,Lincoln Trail,maxpreps,0,,0.2710,47
il,lawrenceville,lawrenceville-indians,Lawrenceville,Indians,,Little Illini,maxpreps,0,,0.6100,75
il,casey,casey-westfield-warriors,Casey-Westfield,Warriors,,Little Illini,maxpreps,0,,0.5425,70
il,newton,newton-eagles,Newton,Eagles,,Little Illini,maxpreps,0,,0.4356,61
il,olney,richland-county-tigers,Richland County,Tigers,,Little Illini,maxpreps,0,,0.4800,64
il,marshall,marshall-lions,Marshall,Lions,,Little Illini,maxpreps,0,,0.3959,58
il,mt-carmel,mt-carmel-golden-aces,Mt. Carmel,Golden Aces,,Little Illini,maxpreps,0,,0.3404,53
il,robinson,robinson-maroons,Robinson,Maroons,,Little Illini,maxpreps,0,,0.3745,56
il,paris,paris-tigers,Paris,Tigers,,Little Illini,maxpreps,0,,0.3374,53
il,bridgeport,red-hill-salukis,Red Hill,Salukis,,Little Okaw Valley,maxpreps,0,,0.2973,49
il,oblong,oblong-hutsonville-palestine-wildcats,Oblong/Hutsonville/Palestine,Wildcats,,Little Okaw Valley,maxpreps,0,,0.2449,45
il,martinsville,martinsville-bluestreaks,Martinsville,Bluestreaks,,Little Okaw Valley,maxpreps,0,,0.2997,50
il,hinckley,hinckley-big-rock-royals,Hinckley-Big Rock,Royals,,Little Ten,maxpreps,0,,0.3980,58
il,newark,newark-norsemen,Newark,Norsemen,,Little Ten,maxpreps,0,,0.2849,48
il,shabbona,indian-creek-timberwolves,Indian Creek,Timberwolves,,Little Ten,maxpreps,0,,0.4210,60
il,serena,serena-huskers,Serena,Huskers,,Little Ten,maxpreps,0,,0.3305,52
il,aurora,illinois-math-and-science-titans,Illinois Math & Science Academy,Titans,,Little Ten,maxpreps,0,,0.2287,44
il,somonauk,somonauk-bobcats,Somonauk,Bobcats,,Little Ten,maxpreps,0,,0.3112,51
il,depue,depue-little-giants,DePue,Little Giants,,Little Ten,od_fallback,0,,0.3358,53
il,leland,leland-panthers,Leland,Panthers,,Little Ten,maxpreps,0,,0.1934,41
il,earlville,earlville-red-raiders,Earlville,Red Raiders,,Little Ten,maxpreps,0,,0.2852,48
il,lamoille,lamoille-lions,LaMoille,Lions,,Little Ten,od_fallback,0,,0.3058,50
il,morton-grove,mcc-crescents,MCC,Crescents,,Metro Prep,maxpreps,0,,0.3108,51
il,bridgeview,universal-stars,Universal,Stars,,Metro Prep,od_fallback,0,,0.3651,55
il,villa-park,islamic-foundation-chargers,Islamic Foundation,Chargers,,Metro Prep,maxpreps,0,,0.1890,41
il,lombard,college-prep-of-america-crescents,College Prep of America,Crescents,,Metro Prep,maxpreps,0,,0.2503,46
il,hinsdale,hinsdale-adventist-academy-hurricanes,Hinsdale Adventist Academy,Hurricanes,,Metro Prep,od_fallback,0,,0.3650,55
il,morton,morton-potters,Morton,Potters,,Mid-Illini,maxpreps,0,,0.7075,83
il,east-peoria,east-peoria-raiders,East Peoria,Raiders,,Mid-Illini,maxpreps,0,,0.5683,72
il,dunlap,dunlap-eagles,Dunlap,Eagles,,Mid-Illini,maxpreps,0,,0.4515,62
il,metamora,metamora-redbirds,Metamora,Redbirds,,Mid-Illini,maxpreps,0,,0.7006,83
il,canton,canton-little-giants,Canton,Little Giants,,Mid-Illini,maxpreps,0,,0.3836,57
il,washington,washington-panthers,Washington,Panthers,,Mid-Illini,maxpreps,0,,0.5244,68
il,bartonville,limestone-rockets,Limestone,Rockets,,Mid-Illini,maxpreps,0,,0.4226,60
il,pekin,pekin-dragons,Pekin,Dragons,,Mid-Illini,maxpreps,0,,0.4132,59
il,hoffman-estates,hoffman-estates-hawks,Hoffman Estates,Hawks,,Mid-Suburban Conference - East,maxpreps,0,,0.4827,65
il,schaumburg,schaumburg-saxons,Schaumburg,Saxons,,Mid-Suburban Conference - East,maxpreps,0,,0.4421,61
il,buffalo-grove,buffalo-grove-bison,Buffalo Grove,Bison,,Mid-Suburban Conference - East,maxpreps,0,,0.4261,60
il,hoffman-estates,conant-cougars,Conant,Cougars,,Mid-Suburban Conference - East,maxpreps,0,,0.4696,64
il,elk-grove-village,elk-grove-grenadiers,Elk Grove,Grenadiers,,Mid-Suburban Conference - East,maxpreps,0,,0.2644,47
il,wheeling,wheeling-wildcats,Wheeling,Wildcats,,Mid-Suburban Conference - East,maxpreps,0,,0.3068,50
il,palatine,fremd-vikings,Fremd,Vikings,,Mid-Suburban Conference - West,maxpreps,0,,0.6296,77
il,palatine,palatine-pirates,Palatine,Pirates,,Mid-Suburban Conference - West,maxpreps,0,,0.6242,76
il,arlington-heights,hersey-huskies,Hersey,Huskies,,Mid-Suburban Conference - West,maxpreps,0,,0.6643,80
il,rolling-meadows,rolling-meadows-mustangs,Rolling Meadows,Mustangs,,Mid-Suburban Conference - West,maxpreps,0,,0.6578,79
il,barrington,barrington-fillies-broncos,Barrington,Fillies Broncos,,Mid-Suburban Conference - West,maxpreps,0,,0.5777,72
il,mt-prospect,prospect-knights,Prospect,Knights,,Mid-Suburban Conference - West,maxpreps,0,,0.5039,66
il,waltonville,waltonville-spartans,Waltonville,Spartans,,Midland Trail,maxpreps,0,,0.5183,68
il,woodlawn,woodlawn-cardinals,Woodlawn,Cardinals,,Midland Trail,maxpreps,0,,0.4559,62
il,bluford,webber-trojans,Webber,Trojans,,Midland Trail,maxpreps,0,,0.4795,64
il,wayne-city,wayne-city-indians,Wayne City,Indians,,Midland Trail,maxpreps,0,,0.3142,51
il,cisne,cisne-runnin-lions,Cisne,Runnin Lions,,Midland Trail,maxpreps,0,,0.2728,47
il,grayville,grayville-bison,Grayville,Bison,,Midland Trail,maxpreps,0,,0.2983,50
il,sandoval,sandoval-blackhawks,Sandoval,Blackhawks,,Midland Trail,maxpreps,0,,0.2764,48
il,troy,triad-knights,Triad,Knights,,Mississippi Valley,maxpreps,0,,0.6094,75
il,mascoutah,mascoutah-indians,Mascoutah,Indians,,Mississippi Valley,maxpreps,0,,0.5334,69
il,bethalto,civic-memorial-eagles,Civic Memorial,Eagles,,Mississippi Valley,maxpreps,0,,0.4294,60
il,highland,highland-bulldogs,Highland,Bulldogs,,Mississippi Valley,maxpreps,0,,0.4906,65
il,jerseyville,jersey-panthers,Jersey,Panthers,,Mississippi Valley,maxpreps,0,,0.3617,55
il,waterloo,waterloo-bulldogs,Waterloo,Bulldogs,,Mississippi Valley,maxpreps,0,,0.3627,55
il,bunker-hill,bunker-hill-minutemen,Bunker Hill,Minutemen,,MSM,maxpreps,0,,0.4054,58
il,springfield,calvary-saints,Calvary,Saints,,MSM,maxpreps,0,,0.5093,67
il,franklin,south-county-vipers,South County,Vipers,,MSM,maxpreps,0,,0.4312,60
il,nokomis,nokomis-redskins,Nokomis,Redskins,,MSM,maxpreps,0,,0.3808,56
il,springfield,lutheran-crusaders,Lutheran,Crusaders,,MSM,maxpreps,0,,0.4767,64
il,mt-olive,mt-olive-wildcats,Mt. Olive,Wildcats,,MSM,od_fallback,0,,0.5253,68
il,effingham,st-anthony-bulldogs,St. Anthony,Bulldogs,,National Trail,maxpreps,0,,0.5318,69
il,dieterich,dieterich-movin-maroons,Dieterich,Movin Maroons,,National Trail,maxpreps,0,,0.4578,63
il,toledo,cumberland-pirates,Cumberland,Pirates,,National Trail,maxpreps,0,,0.4393,61
il,altamont,altamont-indians,Altamont,Indians,,National Trail,maxpreps,0,,0.5024,66
il,louisville,north-clay-clay-city,North Clay/Clay City,City,,National Trail,maxpreps,0,,0.4523,62
il,st-elmo,brownstown-st-elmo-eagles,St. Elmo/Brownstown,Eagles,,National Trail,maxpreps,0,,0.2903,49
il,windsor,windsor-stewardson-strasburg,Windsor/Stewardson-Strasburg,Strasburg,,National Trail,maxpreps,0,,0.2987,50
il,cowden,cowden-herrick-beecher-city-eagles,Cowden-Herrick/Beecher City,Eagles,,National Trail,maxpreps,0,,0.2431,45
il,neoga,neoga-indians,Neoga,Indians,,National Trail,maxpreps,0,,0.2248,43
il,farina,farina-south-central-cougars,Farina South Central,Cougars,,National Trail,maxpreps,0,,0.2891,49
il,chicago,the-noble-academy-griffins,The Noble Academy,Griffins,,Noble - Blue,maxpreps,0,,0.2718,47
il,chicago,itw-david-speer-academy-pride,ITW David Speer Academy,Pride,,Noble - Blue,od_fallback,0,,0.3544,54
il,chicago,rowe-clark-masai-lions,Rowe-Clark,Masai Lions,,Noble - Blue,maxpreps,0,,0.2152,43
il,chicago,muchin-college-prep-mountain-lions,Muchin College Prep,Mountain Lions,,Noble - Blue,maxpreps,0,,0.2364,44
il,chicago,mansueto-leopards,Mansueto,Leopards,,Noble - Blue,od_fallback,0,,0.3544,54
il,chicago,drw-college-prep-cheetahs,DRW College Prep,Cheetahs,,Noble - Blue,maxpreps,0,,0.3459,53
il,chicago,golder-panthers,Golder,Panthers,,Noble - Blue,maxpreps,0,,0.0042,25
il,chicago,noble-street-college-prep-golden-tigers,Noble Street College Prep,Golden Tigers,,Noble - Blue,maxpreps,0,,0.2126,42
il,chicago,pritzker-jaguars,Pritzker,Jaguars,,Noble - Blue,od_fallback,0,,0.3544,54
il,chicago,baker-bobcats,Baker,Bobcats,,Noble - Blue,od_fallback,0,,0.3544,54
il,chicago,uic-college-prep-unknown,UIC College Prep,Unknown,,Noble - Gold,maxpreps,0,,0.2665,47
il,chicago,rauner-wildcats,Rauner,Wildcats,,Noble - Gold,maxpreps,0,,0.2058,42
il,chicago,butler-lynx,Butler,Lynx,,Noble - Gold,maxpreps,0,,0.4359,61
il,chicago,bulls-college-prep-bulls,Bulls College Prep,Bulls,,Noble - Gold,maxpreps,0,,0.3036,50
il,chicago,comer-catamounts,Comer,Catamounts,,Noble - Gold,maxpreps,0,,0.2449,45
il,chicago,hansberry-bengals,Hansberry,Bengals,,Noble - Gold,maxpreps,0,,0.2808,48
il,chicago,johnson-pumas,Johnson,Pumas,,Noble - Gold,maxpreps,0,,0.3292,52
il,gurnee,warren-township-blue-devils,Warren Township,Blue Devils,,North Suburban,maxpreps,0,,0.6868,81
il,waukegan,waukegan-bulldogs,Waukegan,Bulldogs,,North Suburban,maxpreps,0,,0.5990,74
il,lincolnshire,stevenson-patriots,Stevenson,Patriots,,North Suburban,maxpreps,0,,0.6286,77
il,libertyville,libertyville-wildcats,Libertyville,Wildcats,,North Suburban,maxpreps,0,,0.5533,70
il,lake-zurich,lake-zurich-bears,Lake Zurich,Bears,,North Suburban,maxpreps,0,,0.5475,70
il,lake-forest,lake-forest-scouts,Lake Forest,Scouts,,North Suburban,maxpreps,0,,0.6044,75
il,mundelein,mundelein-mustangs,Mundelein,Mustangs,,North Suburban,maxpreps,0,,0.4558,62
il,zion,zion-benton-zee-bees,Zion-Benton,Zee Bees,,North Suburban,maxpreps,0,,0.3585,54
il,grayslake,westlake-christian-academy-eagles,Westlake Christian Academy,Eagles,,Northeastern,maxpreps,0,,0.2601,46
il,rockford,christian-life-eagles,Christian Life,Eagles,,Northeastern,maxpreps,0,,0.2882,49
il,schaumburg,schaumburg-christian-conquerors,Schaumburg Christian,Conquerors,,Northeastern,maxpreps,0,,0.3512,54
il,elgin,harvest-westminster-warriors,Harvest-Westminster,Warriors,,Northeastern,maxpreps,0,,0.3581,54
il,south-beloit,south-beloit-sobos,South Beloit,Sobos,,Northeastern,maxpreps,0,,0.4073,58
il,arlington-heights,christian-liberty-chargers,Christian Liberty,Chargers,,Northeastern,maxpreps,0,,0.2860,48
il,hebron,alden-hebron-green-giants,Alden-Hebron,Green Giants,,Northeastern,od_fallback,0,,0.1580,38
il,mooseheart,mooseheart-red-ramblers,Mooseheart,Red Ramblers,,Northeastern,maxpreps,0,,0.0889,32
il,cary,trinity-oaks-christian-academy-huskies,Trinity Oaks Christian Academy,Huskies,,Northeastern,od_fallback,0,,0.0965,33
il,rockford,our-lady-of-the-sacred-heart-academy-romans,Our Lady of the Sacred Heart Academy,Romans,,Northeastern,od_fallback,0,,0.0657,30
