state,maxpreps_city,maxpreps_slug,maxpreps_name,maxpreps_nickname,massey_name,conference,p_source,years_found,weight_sum,raw_p,prestige_final
oh,wickliffe,wickliffe-blue-devils,Wickliffe,Blue Devils,,Chagrin Valley - Valley,maxpreps,0,,0.2338,46
oh,cincinnati,wyoming-cowboys,Wyoming,Cowboys,,Cincinnati Hills,maxpreps,0,,0.5321,73
oh,cincinnati,indian-hill-braves,Indian Hill,Braves,,Cincinnati Hills,maxpreps,0,,0.4094,62
oh,cincinnati,mariemont-warriors,Mariemont,Warriors,,Cincinnati Hills,maxpreps,0,,0.3353,55
oh,cincinnati,deer-park-wildcats,Deer Park,Wildcats,,Cincinnati Hills,maxpreps,0,,0.3058,52
oh,cleves,taylor-yellowjackets,Taylor,Yellowjackets,,Cincinnati Hills,maxpreps,0,,0.4037,61
oh,cincinnati,madeira-mustangs,Madeira,Mustangs,,Cincinnati Hills,maxpreps,0,,0.3554,57
oh,reading,reading-blue-devils,Reading,Blue Devils,,Cincinnati Hills,maxpreps,0,,0.1865,42
oh,cincinnati,finneytown-wildcats,Finneytown,Wildcats,,Cincinnati Hills,maxpreps,0,,0.1802,41
oh,cincinnati,oyler-madhatters,Oyler,Madhatters,,Cincinnati Metro,maxpreps,0,,0.3532,57
oh,cincinnati,hughes-big-red,Hughes,Big Red,,Cincinnati Metro,maxpreps,0,,0.5144,71
oh,cincinnati,shroder-paideia-academy-jaguars,Shroder Paideia Academy,Jaguars,,Cincinnati Metro,maxpreps,0,,0.2470,47
oh,cincinnati,aiken-falcons,Aiken,Falcons,,Cincinnati Metro,maxpreps,0,,0.5037,70
oh,cincinnati,taft-senators,Taft,Senators,,Cincinnati Metro,maxpreps,0,,0.5213,72
oh,cincinnati,cincinnati-college-prep-academy-lions,Cincinnati College Prep Academy,Lions,,Cincinnati Metro,maxpreps,0,,0.3393,55
oh,cincinnati,western-hills-mustangs,Western Hills,Mustangs,,Cincinnati Metro,maxpreps,0,,0.3145,53
oh,cincinnati,gamble-montessori-gators,Gamble Montessori,Gators,,Cincinnati Metro,maxpreps,0,,0.2188,45
oh,cincinnati,depaul-cristo-rey,DePaul Cristo Rey,Rey,,Cincinnati Metro,maxpreps,0,,0.0862,33
oh,cincinnati,woodward-bulldogs,Woodward,Bulldogs,,Cincinnati Metro,maxpreps,0,,0.2766,50
oh,cincinnati,spencer-center-wolfpack,Spencer Center,Wolfpack,,Cincinnati Metro,od_fallback,0,,0.3050,52
oh,cincinnati,school-for-creative-performing-arts-raiders,School for Creative Performing Arts,Raiders,,Cincinnati Metro,od_fallback,0,,0.2638,49
oh,cincinnati,withrow-tigers,Withrow,Tigers,,Cincinnati Metro,maxpreps,0,,0.2310,46
oh,lakewood,lakewood-rangers,Lakewood,Rangers,,Cleveland West,maxpreps,0,,0.4153,62
oh,westlake,westlake-demons,Westlake,Demons,,Cleveland West,maxpreps,0,,0.3618,57
oh,medina,buckeye-bucks,Buckeye,Bucks,,Cleveland West,maxpreps,0,,0.3526,57
oh,rocky-river,rocky-river-pirates,Rocky River,Pirates,,Cleveland West,maxpreps,0,,0.4062,61
oh,parma,normandy-invaders,Normandy,Invaders,,Cleveland West,maxpreps,0,,0.2420,47
oh,parma-heights,valley-forge-patriots,Valley Forge,Patriots,,Cleveland West,maxpreps,0,,0.2099,44
oh,bay-village,bay-rockets,Bay,Rockets,,Cleveland West,maxpreps,0,,0.2469,47
oh,north-olmsted,north-olmsted-eagles,North Olmsted,Eagles,,Cleveland West,maxpreps,0,,0.2185,45
oh,columbus,centennial-stars,Centennial,Stars,,Columbus City - North,maxpreps,0,,0.4124,62
oh,columbus,northland-vikings,Northland,Vikings,,Columbus City - North,maxpreps,0,,0.4569,66
oh,columbus,east-tigers,East,Tigers,,Columbus City - North,maxpreps,0,,0.2224,45
oh,columbus,linden-mckinley-panthers,Linden-McKinley,Panthers,,Columbus City - North,maxpreps,0,,0.2371,46
oh,columbus,beechcroft-cougars,Beechcroft,Cougars,,Columbus City - North,maxpreps,0,,0.2390,46
oh,columbus,mifflin-punchers,Mifflin,Punchers,,Columbus City - North,maxpreps,0,,0.1578,39
oh,columbus,whetstone-braves,Whetstone,Braves,,Columbus City - North,maxpreps,0,,0.1149,35
oh,columbus,columbus-international-lions,Columbus International,Lions,,Columbus City - North,od_fallback,0,,0.1062,34
oh,columbus,africentric-early-college-nubians,Africentric Early College,Nubians,,Columbus City - South,maxpreps,0,,0.4928,69
oh,columbus,walnut-ridge-scots,Walnut Ridge,Scots,,Columbus City - South,maxpreps,0,,0.3605,57
oh,columbus,south-bulldogs,South,Bulldogs,,Columbus City - South,maxpreps,0,,0.3138,53
oh,columbus,eastmoor-academy-warriors,Eastmoor Academy,Warriors,,Columbus City - South,maxpreps,0,,0.3070,52
oh,columbus,west-cowboys,West,Cowboys,,Columbus City - South,maxpreps,0,,0.2513,47
oh,columbus,independence-76ers,Independence,76Ers,,Columbus City - South,maxpreps,0,,0.1539,39
oh,columbus,marion-franklin-red-devils,Marion-Franklin,Red Devils,,Columbus City - South,maxpreps,0,,0.0856,33
oh,columbus,briggs-bruins,Briggs,Bruins,,Columbus City - South,maxpreps,0,,0.1688,40
oh,dayton,dunbar-wolverines,Dunbar,Wolverines,,Dayton Public,maxpreps,0,,0.4743,67
oh,dayton,belmont-bison,Belmont,Bison,,Dayton Public,maxpreps,0,,0.2709,49
oh,dayton,stivers-school-for-the-arts-tigers,Stivers School for the Arts,Tigers,,Dayton Public,maxpreps,0,,0.2984,52
oh,dayton,ponitz-career-tech-golden-panthers,Ponitz Career Tech,Golden Panthers,,Dayton Public,maxpreps,0,,0.1670,40
oh,dayton,thurgood-marshall-cougars,Thurgood Marshall,Cougars,,Dayton Public,maxpreps,0,,0.2317,46
oh,dayton,meadowdale-lions,Meadowdale,Lions,,Dayton Public,maxpreps,0,,0.2093,44
oh,cambridge,cambridge-bobcats,Cambridge,Bobcats,,East Central Ohio,maxpreps,0,,0.5243,72
oh,alliance,alliance-aviators,Alliance,Aviators,,Eastern Buckeye,maxpreps,0,,0.4872,69
oh,beloit,west-branch-warriors,West Branch,Warriors,,Eastern Buckeye,maxpreps,0,,0.4331,64
oh,carrollton,carrollton-warriors,Carrollton,Warriors,,Eastern Buckeye,maxpreps,0,,0.3775,59
oh,minerva,minerva-lions,Minerva,Lions,,Eastern Buckeye,maxpreps,0,,0.3396,55
oh,alliance,marlington-dukes,Marlington,Dukes,,Eastern Buckeye,maxpreps,0,,0.2776,50
oh,salem,salem-quakers,Salem,Quakers,,Eastern Buckeye,maxpreps,0,,0.1763,41
oh,cincinnati,winton-woods-warriors,Winton Woods,Warriors,,Eastern Cincinnati,maxpreps,0,,0.5764,77
oh,cincinnati,walnut-hills-eagles,Walnut Hills,Eagles,,Eastern Cincinnati,maxpreps,0,,0.4140,62
oh,milford,milford-eagles,Milford,Eagles,,Eastern Cincinnati,maxpreps,0,,0.4057,61
oh,lebanon,lebanon-warriors,Lebanon,Warriors,,Eastern Cincinnati,maxpreps,0,,0.4546,66
oh,loveland,loveland-tigers,Loveland,Tigers,,Eastern Cincinnati,maxpreps,0,,0.4818,68
oh,cincinnati,anderson-raptors,Anderson,Raptors,,Eastern Cincinnati,maxpreps,0,,0.3681,58
oh,cincinnati,turpin-spartans,Turpin,Spartans,,Eastern Cincinnati,maxpreps,0,,0.3364,55
oh,cincinnati,west-clermont-wolves,West Clermont,Wolves,,Eastern Cincinnati,maxpreps,0,,0.2964,52
oh,kings-mill,kings-knights,Kings,Knights,,Eastern Cincinnati,maxpreps,0,,0.3464,56
oh,morrow,little-miami-panthers,Little Miami,Panthers,,Eastern Cincinnati,maxpreps,0,,0.2943,51
oh,lisbon,david-anderson-blue-devils,David Anderson,Blue Devils,,Eastern Ohio,maxpreps,0,,0.1749,41
oh,wellsville,wellsville-tigers,Wellsville,Tigers,,Eastern Ohio,maxpreps,0,,0.1732,40
oh,columbiana,columbiana-clippers,Columbiana,Clippers,,Eastern Ohio,maxpreps,0,,0.2340,46
oh,youngstown,valley-christian-eagles,Valley Christian,Eagles,,Eastern Ohio,maxpreps,0,,0.1879,42
oh,hanoverton,united-golden-eagles,United,Golden Eagles,,Eastern Ohio,od_fallback,0,,0.2306,46
oh,leetonia,leetonia-bears,Leetonia,Bears,,Eastern Ohio,od_fallback,0,,0.3006,52
oh,east-palestine,east-palestine-bulldogs,East Palestine,Bulldogs,,Eastern Ohio,maxpreps,0,,0.1358,37
oh,salineville,southern-indians,Southern,Indians,,Eastern Ohio,maxpreps,0,,0.3396,55
oh,canton,mckinley-bulldogs,McKinley,Bulldogs,,Federal,maxpreps,0,,0.4443,65
oh,north-canton,hoover-vikings,Hoover,Vikings,,Federal,maxpreps,0,,0.4425,65
oh,massillon,jackson-polar-bears,Jackson,Polar Bears,,Federal,maxpreps,0,,0.4589,66
oh,massillon,perry-panthers,Perry,Panthers,,Federal,maxpreps,0,,0.4098,62
oh,canton,glenoak-golden-eagles,GlenOak,Golden Eagles,,Federal,maxpreps,0,,0.4007,61
oh,uniontown,lake-blue-streaks,Lake,Blue Streaks,,Federal,maxpreps,0,,0.2602,48
oh,uniontown,green-bulldogs,Green,Bulldogs,,Federal,maxpreps,0,,0.3498,56
oh,monroeville,monroeville-eagles,Monroeville,Eagles,,Firelands,maxpreps,0,,0.3004,52
oh,collins,western-reserve-roughriders,Western Reserve,Roughriders,,Firelands,maxpreps,0,,0.2121,44
oh,ashland,crestview-cougars,Crestview,Cougars,,Firelands,maxpreps,0,,0.3116,53
oh,plymouth,plymouth-big-red,Plymouth,Big Red,,Firelands,maxpreps,0,,0.1845,42
oh,norwalk,st-paul-flyers,St. Paul,Flyers,,Firelands,maxpreps,0,,0.2859,51
oh,new-london,new-london-wildcats,New London,Wildcats,,Firelands,maxpreps,0,,0.2139,44
oh,greenwich,south-central-trojans,South Central,Trojans,,Firelands,maxpreps,0,,0.1481,38
oh,ashland,mapleton-mounties,Mapleton,Mounties,,Firelands,maxpreps,0,,0.2211,45
oh,put-in-bay,put-in-bay-panthers,Put-in-Bay,Panthers,,Freelance,maxpreps,0,,0.0724,31
oh,akron,st-vincent-st-mary-fighting-irish,St. Vincent-St. Mary,Fighting Irish,,Freelance,maxpreps,0,,0.6601,84
oh,lyndhurst,brush-arcs,Brush,Arcs,,Freelance,maxpreps,0,,0.3950,60
oh,dayton,horizon-science-academy-hawks,Horizon Science Academy,Hawks,,Freelance,maxpreps,0,,0.2531,48
oh,cleveland,cleveland-central-catholic-ironmen,Cleveland Central Catholic,Ironmen,,Freelance,maxpreps,0,,0.4713,67
oh,akron,archbishop-hoban-knights,Archbishop Hoban,Knights,,Freelance,maxpreps,0,,0.5836,77
oh,cleveland-heights,lutheran-east-falcons,Lutheran East,Falcons,,Freelance,maxpreps,0,,0.7825,95
oh,massillon,washington-tigers,Washington,Tigers,,Freelance,maxpreps,0,,0.6185,80
oh,hunting-valley,university-school-preppers,University School,Preppers,,Freelance,maxpreps,0,,0.4707,67
oh,toledo,central-catholic-irish,Central Catholic,Irish,,Freelance,maxpreps,0,,0.6527,83
oh,ironton,sugar-creek-christian-academy-eagles,Sugar Creek Christian Academy,Eagles,,Freelance,maxpreps,0,,0.1523,39
oh,toledo,st-johns-jesuit-titans,St. John's Jesuit,Titans,,Freelance,maxpreps,0,,0.5735,76
oh,richmond-heights,richmond-heights-spartans,Richmond Heights,Spartans,,Freelance,maxpreps,0,,0.6099,80
oh,toledo,st-francis-de-sales-knights,St. Francis de Sales,Knights,,Freelance,maxpreps,0,,0.5093,71
oh,geneva,spire-academy-spire,SPIRE Academy,Spire,,Freelance,maxpreps,0,,0.4098,62
oh,louisville,louisville-leopards,Louisville,Leopards,,Freelance,maxpreps,0,,0.5014,70
oh,dayton,jefferson-township-broncos,Jefferson Township,Broncos,,Freelance,od_fallback,0,,0.2115,44
oh,willoughby,cornerstone-christian-patriots,Cornerstone Christian,Patriots,,Freelance,maxpreps,0,,0.2867,51
oh,canton,canton-central-catholic-crusaders,Canton Central Catholic,Crusaders,,Freelance,maxpreps,0,,0.5496,74
oh,gates-mills,gilmour-academy-lancers,Gilmour Academy,Lancers,,Freelance,maxpreps,0,,0.4679,67
oh,toledo,horizon-science-academy,Horizon Science Academy,Academy,,Freelance,maxpreps,0,,0.1582,39
oh,gallipolis,ohio-valley-christian,Ohio Valley Christian,Christian,,Freelance,maxpreps,0,,0.0435,29
oh,rocky-river,lutheran-west-longhorns,Lutheran West,Longhorns,,Freelance,maxpreps,0,,0.5997,79
oh,bellefontaine,calvary-christian-spartans,Calvary Christian,Spartans,,Freelance,maxpreps,0,,0.1793,41
oh,youngstown,academy-for-urban-scholars-hawks,Academy for Urban Scholars,Hawks,,Freelance,od_fallback,0,,0.0000,25
oh,washington-court-house,miami-trace-panthers,Miami Trace,Panthers,,Frontier,maxpreps,0,,0.6027,79
oh,jackson,jackson-ironman-ironladies,Jackson,Ironman Ironladies,,Frontier,maxpreps,0,,0.4084,62
oh,chillicothe,chillicothe-cavaliers,Chillicothe,Cavaliers,,Frontier,maxpreps,0,,0.4677,67
oh,washington-court-house,washington-blue-lions,Washington,Blue Lions,,Frontier,maxpreps,0,,0.2871,51
oh,hillsboro,hillsboro-indians,Hillsboro,Indians,,Frontier,maxpreps,0,,0.2746,50
oh,greenfield,mcclain-tigers,McClain,Tigers,,Frontier,maxpreps,0,,0.2036,43
oh,hamilton,badin-rams,Badin,Rams,,Greater Catholic  Co-Ed,maxpreps,0,,0.6696,85
oh,dayton,archbishop-alter-knights,Archbishop Alter,Knights,,Greater Catholic  Co-Ed,maxpreps,0,,0.6288,81
oh,dayton,chaminade-julienne-catholic-eagles,Chaminade Julienne Catholic,Eagles,,Greater Catholic  Co-Ed,maxpreps,0,,0.4928,69
oh,cincinnati,archbishop-mcnicholas-rockets,Archbishop McNicholas,Rockets,,Greater Catholic  Co-Ed,maxpreps,0,,0.5014,70
oh,franklin,bishop-fenwick-falcons,Bishop Fenwick,Falcons,,Greater Catholic  Co-Ed,maxpreps,0,,0.2652,49
oh,dayton,carroll-patriots,Carroll,Patriots,,Greater Catholic  Co-Ed,maxpreps,0,,0.2258,45
oh,cincinnati,archbishop-moeller-fighting-crusaders,Archbishop Moeller,Fighting Crusaders,,Greater Catholic - South,maxpreps,0,,0.6426,82
oh,cincinnati,st-xavier-bombers,St. Xavier,Bombers,,Greater Catholic - South,maxpreps,0,,0.5244,72
oh,cincinnati,la-salle-lancers,La Salle,Lancers,,Greater Catholic - South,maxpreps,0,,0.5150,71
oh,cincinnati,elder-panthers,Elder,Panthers,,Greater Catholic - South,maxpreps,0,,0.4816,68
oh,brunswick,brunswick-blue-devils,Brunswick,Blue Devils,,Greater Cleveland,maxpreps,0,,0.5579,75
oh,euclid,euclid-panthers,Euclid,Panthers,,Greater Cleveland,maxpreps,0,,0.5744,76
oh,medina,medina-bees,Medina,Bees,,Greater Cleveland,maxpreps,0,,0.3672,58
oh,mentor,mentor-cardinals,Mentor,Cardinals,,Greater Cleveland,maxpreps,0,,0.4779,68
oh,cleveland-heights,cleveland-heights-tigers,Cleveland Heights,Tigers,,Greater Cleveland,maxpreps,0,,0.4450,65
oh,strongsville,strongsville-mustangs,Strongsville,Mustangs,,Greater Cleveland,maxpreps,0,,0.3582,57
oh,shaker-heights,shaker-heights-raiders,Shaker Heights,Raiders,,Greater Cleveland,maxpreps,0,,0.3847,59
oh,lorain,lorain-titans,Lorain,Titans,,Greater Cleveland,maxpreps,0,,0.2849,50
oh,west-chester,lakota-west-firebirds,Lakota West,Firebirds,,Greater Miami,maxpreps,0,,0.6531,83
oh,cincinnati,princeton-vikings,Princeton,Vikings,,Greater Miami,maxpreps,0,,0.6182,80
oh,mason,mason-comets,Mason,Comets,,Greater Miami,maxpreps,0,,0.4831,68
oh,cincinnati,oak-hills-highlanders,Oak Hills,Highlanders,,Greater Miami,maxpreps,0,,0.6747,85
oh,liberty-township,lakota-east-thunderhawks,Lakota East,Thunderhawks,,Greater Miami,maxpreps,0,,0.5220,72
oh,hamilton,hamilton-big-blue,Hamilton,Big Blue,,Greater Miami,maxpreps,0,,0.4339,64
oh,fairfield,fairfield-indians,Fairfield,Indians,,Greater Miami,maxpreps,0,,0.6279,81
oh,cincinnati,sycamore-aviators,Sycamore,Aviators,,Greater Miami,maxpreps,0,,0.4691,67
oh,middletown,middletown-middies,Middletown,Middies,,Greater Miami,maxpreps,0,,0.3481,56
oh,cincinnati,colerain-cardinals,Colerain,Cardinals,,Greater Miami,maxpreps,0,,0.2931,51
oh,centerville,centerville-elks,Centerville,Elks,,Greater Western Ohio,maxpreps,0,,0.6539,83
oh,huber-heights,wayne-warriors,Wayne,Warriors,,Greater Western Ohio,maxpreps,0,,0.4827,68
oh,kettering,fairmont-firebirds,Fairmont,Firebirds,,Greater Western Ohio,maxpreps,0,,0.4015,61
oh,clayton,northmont-thunderbolts,Northmont,Thunderbolts,,Greater Western Ohio,maxpreps,0,,0.4109,62
oh,springboro,springboro-panthers,Springboro,Panthers,,Greater Western Ohio,maxpreps,0,,0.3788,59
oh,springfield,springfield-wildcats,Springfield,Wildcats,,Greater Western Ohio,maxpreps,0,,0.3096,53
oh,miamisburg,miamisburg-vikings,Miamisburg,Vikings,,Greater Western Ohio,maxpreps,0,,0.2654,49
oh,beavercreek,beavercreek-beavers,Beavercreek,Beavers,,Greater Western Ohio,maxpreps,0,,0.3069,52
oh,paulding,paulding-panthers,Paulding,Panthers,,Green Meadows,maxpreps,0,,0.4258,63
oh,defiance,ayersville-pilots,Ayersville,Pilots,,Green Meadows,maxpreps,0,,0.2706,49
oh,sherwood,fairview-apaches,Fairview,Apaches,,Green Meadows,maxpreps,0,,0.2708,49
oh,haviland,wayne-trace-raiders,Wayne Trace,Raiders,,Green Meadows,maxpreps,0,,0.3372,55
oh,defiance,tinora-rams,Tinora,Rams,,Green Meadows,maxpreps,0,,0.3170,53
oh,edgerton,edgerton-bulldogs,Edgerton,Bulldogs,,Green Meadows,maxpreps,0,,0.2476,47
oh,antwerp,antwerp-archers,Antwerp,Archers,,Green Meadows,maxpreps,0,,0.1213,36
oh,hicksville,hicksville-aces,Hicksville,Aces,,Green Meadows,maxpreps,0,,0.1297,37
oh,hartville,hartville-christian,Hartville Christian,Christian,,Heart Of Ohio Christian,maxpreps,0,,0.1041,34
oh,marion,marion-hawks-hawks,Marion Hawks,Hawks,,Independent Christian - East,maxpreps,0,,0.3197,54
oh,coshocton,coshocton-christian,Coshocton Christian,Christian,,Independent Christian - East,od_fallback,0,,0.3655,58
oh,orrville,kingsway-christian-eagles,Kingsway Christian,Eagles,,Independent Christian - East,maxpreps,0,,0.2538,48
oh,millersburg,gospel-haven-academy,Gospel Haven Academy,Academy,,Independent Christian - East,maxpreps,0,,0.3182,53
oh,chatfield,senedot-stripes,Senedot Stripes,Stripes,,Independent Christian - East,maxpreps,0,,0.0850,33
oh,coshocton,warsaw-warriors-warriors,Warsaw Warriors,Warriors,,Independent Christian - East,od_fallback,0,,0.1015,34
oh,st-clairsville,east-richland-christian-lions,East Richland Christian,Lions,,Independent Christian - East,od_fallback,0,,0.0301,28
oh,wilmot,faith-christian-academy,Faith Christian Academy,Academy,,Independent Christian - East,od_fallback,0,,0.0000,25
oh,mount-gilead,gilead-christian-indians,Gilead Christian,Indians,,Independent Christian - East,maxpreps,0,,0.1862,42
oh,harrod,ohio-eagles-eagles,Ohio Eagles,Eagles,,Independent Christian - West,od_fallback,0,,0.5441,74
oh,bowling-green,bowling-green-christian-academy-lions,Bowling Green Christian Academy,Lions,,Independent Christian - West,maxpreps,0,,0.3125,53
oh,defiance,northwest-ohio-christian-home-educators-cougars,Northwest Ohio Christian Home Educators,Cougars,,Independent Christian - West,maxpreps,0,,0.0956,34
oh,clyde,harvest-temple-christian-academy,Harvest Temple Christian Academy,Academy,,Independent Christian - West,maxpreps,0,,0.1317,37
oh,st-marys,grand-lake-christian-eagles,Grand Lake Christian,Eagles,,Independent Christian - West,od_fallback,0,,0.1484,38
oh,arcanum,castine-christian,Castine Christian,Christian,,Independent Christian - West,od_fallback,0,,0.1314,37
oh,berlin,hiland-hawks,Hiland,Hawks,,Inter-Valley,maxpreps,0,,0.4281,63
oh,lore-city,buckeye-trail-warriors,Buckeye Trail,Warriors,,Inter-Valley,maxpreps,0,,0.3895,60
oh,malvern,malvern-hornets,Malvern,Hornets,,Inter-Valley,maxpreps,0,,0.2966,52
oh,gnadenhutten,indian-valley-braves,Indian Valley,Braves,,Inter-Valley,maxpreps,0,,0.4607,66
oh,uhrichsville,claymont-mustangs,Claymont,Mustangs,,Inter-Valley,maxpreps,0,,0.2845,50
oh,newcomerstown,newcomerstown-trojans,Newcomerstown,Trojans,,Inter-Valley,maxpreps,0,,0.1496,38
oh,zoarville,tuscarawas-valley-trojans,Tuscarawas Valley,Trojans,,Inter-Valley,maxpreps,0,,0.2161,44
oh,strasburg,strasburg-franklin-tigers,Strasburg-Franklin,Tigers,,Inter-Valley,maxpreps,0,,0.2274,45
oh,bowerston,conotton-valley-rockets,Conotton Valley,Rockets,,Inter-Valley,maxpreps,0,,0.1396,37
oh,west-lafayette,ridgewood-generals,Ridgewood,Generals,,Inter-Valley,maxpreps,0,,0.2704,49
oh,sugarcreek,garaway-pirates,Garaway,Pirates,,Inter-Valley,maxpreps,0,,0.2764,50
oh,east-canton,east-canton-hornets,East Canton,Hornets,,Inter-Valley,maxpreps,0,,0.2706,49
oh,magnolia,sandy-valley-cardinals,Sandy Valley,Cardinals,,Inter-Valley,maxpreps,0,,0.1537,39
oh,new-philadelphia,tuscarawas-central-catholic-saints,Tuscarawas Central Catholic,Saints,,Inter-Valley,od_fallback,0,,0.1621,40
oh,fredericktown,fredericktown-freddies,Fredericktown,Freddies,,Knox Morrow,maxpreps,0,,0.4037,61
oh,danville,danville-blue-devils,Danville,Blue Devils,,Knox Morrow,maxpreps,0,,0.2818,50
oh,mt-gilead,mt-gilead-indians,Mt. Gilead,Indians,,Knox Morrow,maxpreps,0,,0.2071,44
oh,galion,northmor-golden-knights,Northmor,Golden Knights,,Knox Morrow,maxpreps,0,,0.2204,45
oh,centerburg,centerburg-trojans,Centerburg,Trojans,,Knox Morrow,maxpreps,0,,0.3088,53
oh,cardington,cardington-lincoln-pirates,Cardington-Lincoln,Pirates,,Knox Morrow,maxpreps,0,,0.4125,62
oh,howard,east-knox-bulldogs,East Knox,Bulldogs,,Knox Morrow,maxpreps,0,,0.1284,36
oh,loudonville,loudonville-redbirds,Loudonville,Redbirds,,Knox Morrow,od_fallback,0,,0.0000,25
oh,elyria,open-door-christian-patriots,Open Door Christian,Patriots,,Lake Effect,od_fallback,0,,0.2887,51
oh,cleveland,st-martin-de-porres-lions,St. Martin de Porres,Lions,,Lake Effect,maxpreps,0,,0.2258,45
oh,austinburg,grand-river-academy,Grand River Academy,Academy,,Lake Effect,maxpreps,0,,0.5124,71
oh,elyria,first-baptist-christian-sabres,First Baptist Christian,Sabres,,Lake Effect,maxpreps,0,,0.1623,40
oh,cleveland,horizon-science-academy-dragons,Horizon Science Academy,Dragons,,Lake Effect,maxpreps,0,,0.1574,39
oh,mentor,mentor-christian,Mentor Christian,Christian,,Lake Effect,maxpreps,0,,0.1743,41
oh,north-ridgeville,lake-ridge-academy-royals,Lake Ridge Academy,Royals,,Lake Effect,od_fallback,0,,0.2886,51
oh,sagamore-hills,lawrence-upper-lions,Lawrence Upper,Lions,,Lake Effect,maxpreps,0,,0.2843,50
oh,willoughby,andrews-osborne-academy-phoenix,Andrews Osborne Academy,Phoenix,,Lake Effect,maxpreps,0,,0.2945,51
oh,medina,medina-christian-academy-knights,Medina Christian Academy,Knights,,Lake Effect,maxpreps,0,,0.2190,45
oh,garfield-heights,garfield-heights-bulldogs,Garfield Heights,Bulldogs,,Lake Erie,maxpreps,0,,0.6793,86
oh,bedford,bedford-bearcats,Bedford,Bearcats,,Lake Erie,maxpreps,0,,0.4971,69
oh,maple-heights,maple-heights-mustangs,Maple Heights,Mustangs,,Lake Erie,maxpreps,0,,0.3863,60
oh,east-cleveland,shaw-cardinals,Shaw,Cardinals,,Lake Erie,maxpreps,0,,0.2435,47
oh,pataskala,licking-heights-hornets,Licking Heights,Hornets,,Licking County - Buckeye,maxpreps,0,,0.4271,63
oh,granville,granville-blue-aces,Granville,Blue Aces,,Licking County - Buckeye,maxpreps,0,,0.4279,63
oh,pataskala,watkins-memorial-warriors,Watkins Memorial,Warriors,,Licking County - Buckeye,maxpreps,0,,0.3361,55
oh,mt-vernon,mt-vernon-yellowjackets,Mt. Vernon,Yellowjackets,,Licking County - Buckeye,maxpreps,0,,0.3281,54
oh,zanesville,zanesville-blue-devils,Zanesville,Blue Devils,,Licking County - Buckeye,maxpreps,0,,0.3309,55
oh,newark,licking-valley-panthers,Licking Valley,Panthers,,Licking County - Buckeye,maxpreps,0,,0.3376,55
oh,johnstown,johnstown-monroe-johnnies,Johnstown-Monroe,Johnnies,,Licking County - Cardinal,maxpreps,0,,0.4359,64
oh,heath,heath-bulldogs,Heath,Bulldogs,,Licking County - Cardinal,maxpreps,0,,0.4304,64
oh,utica,utica-redskins,Utica,Redskins,,Licking County - Cardinal,maxpreps,0,,0.1956,42
oh,newark,newark-catholic-green-wave,Newark Catholic,Green Wave,,Licking County - Cardinal,maxpreps,0,,0.2233,45
oh,johnstown,northridge-vikings,Northridge,Vikings,,Licking County - Cardinal,maxpreps,0,,0.1690,40
oh,hebron,lakewood-lancers,Lakewood,Lancers,,Licking County - Cardinal,maxpreps,0,,0.2856,51
oh,la-grange,keystone-wildcats,Keystone,Wildcats,,Lorain County 8,maxpreps,0,,0.4118,62
oh,sheffield,brookside-cardinals,Brookside,Cardinals,,Lorain County 8,maxpreps,0,,0.3743,58
oh,oberlin,oberlin-phoenix,Oberlin,Phoenix,,Lorain County 8,maxpreps,0,,0.1915,42
oh,sullivan,black-river-pirates,Black River,Pirates,,Lorain County 8,maxpreps,0,,0.2041,43
oh,oberlin,firelands-falcons,Firelands,Falcons,,Lorain County 8,maxpreps,0,,0.1991,43
oh,columbia-station,columbia-raiders,Columbia,Raiders,,Lorain County 8,maxpreps,0,,0.2042,43
oh,wellington,wellington-dukes,Wellington,Dukes,,Lorain County 8,maxpreps,0,,0.0504,30
oh,lorain,clearview-clippers,Clearview,Clippers,,Lorain County 8,maxpreps,0,,0.2255,45
oh,brookfield,brookfield-warriors,Brookfield,Warriors,,Mahoning Valley - Grey,maxpreps,0,,0.2154,44
oh,ravenna,southeast-pirates,Southeast,Pirates,,Mahoning Valley - Grey,maxpreps,0,,0.2344,46
oh,leavittsburg,labrae-vikings,LaBrae,Vikings,,Mahoning Valley - Grey,maxpreps,0,,0.2872,51
oh,newton-falls,newton-falls-tigers,Newton Falls,Tigers,,Mahoning Valley - Grey,maxpreps,0,,0.2576,48
oh,garrettsville,garfield-g-men,Garfield,G Men,,Mahoning Valley - Grey,maxpreps,0,,0.3275,54
oh,youngstown,liberty-leopards,Liberty,Leopards,,Mahoning Valley - Grey,od_fallback,0,,0.4409,64
oh,columbiana,crestview-rebels,Crestview,Rebels,,Mahoning Valley - Grey,maxpreps,0,,0.3666,58
oh,warren,champion-golden-flashes,Champion,Golden Flashes,,Mahoning Valley - Grey,od_fallback,0,,0.5091,71
oh,mcdonald,mcdonald-blue-devils,McDonald,Blue Devils,,Mahoning Valley - Scarlet,maxpreps,0,,0.2981,52
oh,berlin-center,western-reserve-blue-devils,Western Reserve,Blue Devils,,Mahoning Valley - Scarlet,maxpreps,0,,0.1991,43
oh,mineral-ridge,mineral-ridge-rams,Mineral Ridge,Rams,,Mahoning Valley - Scarlet,maxpreps,0,,0.1558,39
